Date,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest
1983-06-24,89.71,89.72,89.55,89.57,,89.57,2275.0,13022.0
1983-06-27,89.64,89.64,89.51,89.55,,89.55,1784.0,13014.0
1983-06-28,89.61,89.73,89.6,89.69,,89.69,2592.0,13189.0
1983-06-29,89.73,89.82,89.68,89.79,,89.79,2262.0,13042.0
1983-06-30,89.88,90.02,89.87,90.0,,90.0,3027.0,13141.0
1983-07-01,89.94,90.0,89.91,90.0,,90.0,1159.0,12962.0
1983-07-05,89.62,89.65,89.55,89.56,,89.56,2992.0,13060.0
1983-07-06,89.61,89.68,89.58,89.63,,89.63,2333.0,13147.0
1983-07-07,89.47,89.53,89.38,89.41,,89.41,3752.0,13079.0
1983-07-08,89.42,89.48,89.36,89.36,,89.36,3008.0,13066.0
1983-07-11,89.46,89.46,89.38,89.4,,89.4,2876.0,13074.0
1983-07-12,89.41,89.41,89.25,89.25,,89.25,3216.0,13437.0
1983-07-13,89.21,89.35,89.19,89.31,,89.31,2492.0,13449.0
1983-07-14,89.42,89.49,89.31,89.32,,89.32,4261.0,13418.0
1983-07-15,89.23,89.28,89.19,89.25,,89.25,2865.0,13438.0
